PROVNUM,PROVNAME,STATE,MDScensus,Fine Amount,WorkDate,Total_RN_Hours,Contractor_RN_Hours,Total_LPN_Hours,Contractor_LPN_Hours,Total_CNA_Hours,Contractor_CNA_Hours,Total_Hours,Total_Contractor_Hours,Contractor_Percentage,Opportunity_Score,Opportunity_Tier
095020,STODDARD BAPTIST NURSING HOME,DC,87.27472527472527,18830448.0,182,3643.34,0.0,6970.16,0.0,22597.86,0.0,33211.36,0.0,0.0,188304480.0,Very High
265823,"CRESTWOOD HEALTH CARE CENTER, LLC",MO,140.1868131868132,18696405.0,546,10692.0,0.0,16437.0,0.0,75067.5,0.0,102196.5,0.0,0.0,186964050.0,Very High
505351,ARLINGTON HEALTH AND REHABILITATION,WA,48.48351648351648,18657093.0,273,4794.06,0.0,11181.63,0.0,31954.59,0.0,47930.28,0.0,0.0,186570930.0,Very High
555039,FIRESIDE HEALTH CARE CENTER,CA,60.72527472527472,18394285.0,364,7556.28,0.0,21610.2,0.0,57938.72,0.0,87105.2,0.0,0.0,183942850.0,Very High
395298,LAKEWOOD REHABILITATION & HEALTHCARE CENTER,PA,91.45054945054945,18377905.0,182,5860.0,0.0,11353.0,0.0,34223.0,0.0,51436.0,0.0,0.0,183779050.0,Very High
515125,CAMERON HEALTHCARE CENTER,WV,56.48351648351648,18362890.0,91,1197.07,0.0,3616.0,0.0,10218.5,0.0,15031.57,0.0,0.0,183628900.0,Very High
105193,PARK MEADOWS HEALTHCARE & REHABILITATION CENTER,FL,140.1978021978022,18344326.0,182,5399.4,0.0,22351.08,0.0,55482.92,0.0,83233.4,0.0,0.0,183443260.0,Very High
045463,"BELVEDERE NURSING AND REHABILITATION CENTER, LLC",AR,115.72527472527473,17901520.0,182,859.0,0.0,16675.0,0.0,41791.5,0.0,59325.5,0.0,0.0,179015200.0,Very High
015463,KNOLLWOOD HEALTHCARE,AL,51.68131868131868,17640077.0,273,5751.57,0.0,16837.59,0.0,32106.96,0.0,54696.119999999995,0.0,0.0,176400770.0,Very High
505081,PACIFIC CARE AND REHABILITATION,WA,62.934065934065934,4047043.0,91,3257.03,5.0,4815.4800000000005,0.0,13684.6,0.0,21757.11,5.0,0.02298099333964851,176103919.45146,Very High
515179,CANTERBURY CENTER,WV,59.527472527472526,17400474.0,91,3376.78,0.0,3208.36,0.0,7507.06,0.0,14092.2,0.0,0.0,174004740.0,Very High
055036,MAPLE HEALTHCARE CENTER,CA,52.7032967032967,17399564.0,819,3667.05,0.0,48347.01,0.0,143499.42,0.0,195513.48,0.0,0.0,173995640.0,Very High
375573,CROSS TIMBERS NURSING AND REHABILITATION,OK,69.95604395604396,17181528.0,637,0.0,0.0,37183.65,0.0,69967.52,0.0,107151.17000000001,0.0,0.0,171815280.0,Very High
165197,CEDAR FALLS HEALTH CARE CENTER,IA,34.86813186813187,17013906.0,364,5913.64,0.0,3537.8,0.0,19771.56,0.0,29223.0,0.0,0.0,170139060.0,Very High
505409,SUMMITVIEW REHAB AND HEALTH CENTER,WA,55.42857142857143,16856840.0,273,11984.7,0.0,16170.03,0.0,41889.81,0.0,70044.54000000001,0.0,0.0,168568400.0,Very High
375497,"HASKELL COUNTY NURSING CENTER, INC",OK,54.84615384615385,16823716.0,546,2014.5,0.0,29957.4,0.0,44664.9,0.0,76636.8,0.0,0.0,168237160.0,Very High
385203,AVAMERE REHABILITATION OF CLACKAMAS,OR,43.27472527472528,16740633.0,364,10900.0,0.0,8433.0,0.0,41134.0,0.0,60467.0,0.0,0.0,167406330.0,Very High
065232,ATLAS POST ACUTE,CO,61.07692307692308,23370347.0,546,10766.94,141.96,26553.96,0.0,63376.92,0.0,100697.82,141.96,0.14097623960478986,165775077.1726923,Very High
095036,UNIQUE REHABILITATION AND HEALTH CENTER LLC,DC,217.72527472527472,16538067.0,273,43809.0,0.0,31440.0,0.0,155812.5,0.0,231061.5,0.0,0.0,165380670.0,Very High
155831,BRIARCLIFF HEALTH & REHABILITATION CENTER,IN,82.67032967032966,13666289.0,364,9738.0,0.0,28475.0,0.0,76672.6,95.6,114885.6,95.6,0.08321321384055093,164232197.8596653,Very High
255127,TISHOMINGO COMM LIVING CENTER,MS,65.65934065934066,16405480.0,182,5832.58,0.0,9756.14,0.0,22835.46,0.0,38424.18,0.0,0.0,164054800.0,Very High
525643,PLEASANT VIEW NURSING HOME,WI,69.87912087912088,16317210.0,546,14730.0,0.0,18075.0,0.0,94725.0,0.0,127530.0,0.0,0.0,163172100.0,Very High
265793,LA PLATA NURSING HOME,MO,41.89010989010989,16181984.0,273,2009.52,0.0,7398.24,0.0,22076.79,0.0,31484.550000000003,0.0,0.0,161819840.0,Very High
515183,POCAHONTAS CENTER,WV,64.85714285714286,16061318.0,91,2457.41,0.0,3517.37,0.0,8516.09,0.0,14490.869999999999,0.0,0.0,160613180.0,Very High
055041,ROYAL CARE SKILLED NURSING CTR,CA,79.31868131868131,15526420.0,364,8745.88,0.0,26152.56,0.0,75914.04,0.0,110812.48,0.0,0.0,155264200.0,Very High
375535,LATIMER NURSING HOME,OK,23.153846153846153,15483104.0,2457,17448.75,0.0,54195.75,0.0,118476.0,0.0,190120.5,0.0,0.0,154831040.0,Very High
455675,LANDMARK OF AMARILLO REHABILITATION AND NURSING CE,TX,71.98901098901099,14903980.0,273,5194.0199999999995,0.0,16562.4,0.0,35327.82,0.0,57084.240000000005,0.0,0.0,149039800.0,Very High
065238,SKYLAKE POST ACUTE,CO,159.42857142857142,6413680.0,364,27187.8,42.0,45036.68,0.0,88157.64,28.0,160382.12,70.0,0.04364576300649973,146948513.6288,Very High
146104,FARMER CITY REHAB & HEALTHCARE,IL,46.20879120879121,14670838.0,364,6417.5199999999995,0.0,6485.76,0.0,29203.84,0.0,42107.119999999995,0.0,0.0,146708380.0,Very High
26A381,SALEM MEMORIAL DISTRICT HOSPITAL,MO,17.318681318681318,14666197.0,2093,28360.15,0.0,22456.05,0.0,90161.15,0.0,140977.34999999998,0.0,0.0,146661970.0,Very High
105325,BEDROCK REHABILITATION AND NURSING CENTER AT ISLAN,FL,100.15384615384616,14653093.0,364,19376.0,0.0,23549.0,0.0,78041.0,0.0,120966.0,0.0,0.0,146530930.0,Very High
255112,PLEASANT HILLS COM LIV CENTER,MS,84.15384615384616,14256788.0,455,11140.05,0.0,43216.95,0.0,90807.1,0.0,145164.1,0.0,0.0,142567880.0,Very High
175172,TOPEKA CENTER FOR REHABILITATION AND HEALTHCARE,KS,91.92307692307692,17844190.0,1274,41255.2,322.0,36311.8,0.0,178558.8,0.0,256125.8,322.0,0.12571947066636785,141936566.43173915,Very High
055282,POMONA VISTA CARE CENTER,CA,54.032967032967036,14060228.0,182,2844.7400000000002,0.0,10380.5,0.0,25708.2,0.0,38933.44,0.0,0.0,140602280.0,Very High
275049,POLSON HEALTH & REHABILITATION CENTER,MT,48.8021978021978,14033201.0,2457,65981.25,0.0,66048.75,0.0,200569.5,0.0,332599.5,0.0,0.0,140332010.0,Very High
175200,KENWOOD VIEW HEALTHCARE AND REHABILITATION CENTER,KS,70.35164835164835,14013909.0,364,11071.6,0.0,15257.6,0.0,36771.6,0.0,63100.8,0.0,0.0,140139090.0,Very High
455497,CREEKSIDE TERRACE REHABILITATION,TX,99.73626373626374,43761536.0,91,815.83,0.0,6553.94,63.19,12699.12,0.0,20068.89,63.19,0.3148654459713517,138984879.28707707,Very High
455940,LUBBOCK HOSPITALITY NURSING AND REHABILITATION CEN,TX,74.8021978021978,13828815.0,455,3890.75,0.0,31250.0,0.0,66365.95,0.0,101506.7,0.0,0.0,138288150.0,Very High
095014,WASHINGTON CTR FOR AGING SVCS,DC,193.03296703296704,13825630.0,637,81863.74,0.0,90083.0,0.0,291402.65,0.0,463349.39,0.0,0.0,138256300.0,Very High
455796,TOWN AND COUNTRY NURSING AND REHABILITATION CENTER,TX,91.63736263736264,13733902.0,182,3675.28,0.0,14521.12,0.0,25429.6,0.0,43626.0,0.0,0.0,137339020.0,Very High
375553,MEMORY CARE CENTER AT EMERALD,OK,54.67032967032967,13727896.0,910,4107.0,0.0,29764.0,0.0,91147.0,0.0,125018.0,0.0,0.0,137278960.0,Very High
055077,GRAND AVENUE HEALTHCARE & WELLNESS CENTRE LP,CA,106.96703296703296,13719615.0,455,12669.05,0.0,79441.4,0.0,130885.6,0.0,222996.05,0.0,0.0,137196150.0,Very High
265857,LIBERTY HEALTH AND WELLNESS,MO,102.28571428571429,13624884.0,273,5674.71,0.0,15653.28,0.0,34374.39,0.0,55702.380000000005,0.0,0.0,136248840.0,Very High
065203,CHERRELYN HEALTHCARE CENTER,CO,179.9010989010989,13623155.0,182,10123.98,0.0,16770.26,0.0,61079.04,0.0,87973.28,0.0,0.0,136231550.0,Very High
255212,COURTYARDS COMM LIVING CENTER,MS,61.0989010989011,13440154.0,364,3007.0,0.0,17702.84,0.0,45888.48,0.0,66598.32,0.0,0.0,134401540.0,Very High
095034,ASCENSION LIVING CARROLL MANOR,DC,178.9120879120879,13254787.0,273,25659.09,0.0,45743.19,0.0,98360.7,0.0,169762.97999999998,0.0,0.0,132547870.0,Very High
185069,MAYFAIR MANOR,KY,75.91208791208791,2326506.0,182,663.72,8.0,18058.0,0.0,26581.06,0.0,45302.78,8.0,0.017658960443487134,131746486.85835,Very High
385136,GLISAN CARE CENTER,OR,62.27472527472528,13172432.0,364,7421.88,0.0,16533.32,0.0,64659.6,0.0,88614.8,0.0,0.0,131724320.0,Very High
255145,COURTYARD REHABILITATION AND HEALTHCARE,MS,115.24175824175825,13152776.0,273,6653.91,0.0,35822.88,0.0,68283.12,0.0,110759.90999999999,0.0,0.0,131527760.0,Very High
455771,HEARTHSTONE NURSING AND REHABILITATION,TX,68.0989010989011,12975144.0,182,9790.62,0.0,3641.74,0.0,18192.84,0.0,31625.2,0.0,0.0,129751440.0,Very High
505085,CRESCENT HEALTH CARE,WA,50.68131868131868,12897157.0,364,9202.0,0.0,13558.0,0.0,43135.0,0.0,65895.0,0.0,0.0,128971570.0,Very High
056430,NORTHGATE POSTACUTE CARE,CA,47.92307692307692,12679303.0,1001,276.43,0.0,48171.2,0.0,95814.62,0.0,144262.25,0.0,0.0,126793030.0,Very High
555004,PLAYA DEL REY CENTER,CA,88.71428571428571,12611963.0,182,5133.42,0.0,13429.08,0.0,40678.32,0.0,59240.82,0.0,0.0,126119630.0,Very High
345061,PRUITTHEALTH-DURHAM,NC,92.42857142857143,12600133.0,182,7879.0,0.0,14026.0,0.0,29915.96,0.0,51820.96,0.0,0.0,126001330.0,Very High
056487,RIO HONDO SUBACUTE &  NURSING CENTER,CA,161.97802197802199,12523420.0,546,34965.24,0.0,105751.08,0.0,206253.48,0.0,346969.80000000005,0.0,0.0,125234200.0,Very High
455510,CASTLE HILLS REHABILITATION AND CARE CENTER,TX,44.989010989010985,12436970.0,1365,16044.75,0.0,61242.15,0.0,90207.75,0.0,167494.65,0.0,0.0,124369700.0,Very High
45F094,REAGAN COUNTY CARE CENTER,TX,26.76923076923077,12343513.0,1911,27426.0,0.0,43898.82,0.0,207382.35,0.0,278707.17000000004,0.0,0.0,123435130.0,Very High
265844,AURORA HEALTH AND REHABILITATION,MO,73.98901098901099,12317851.0,1638,63863.82,0.0,46709.46,0.0,168499.8,0.0,279073.07999999996,0.0,0.0,123178510.0,Very High
285134,LIFE CARE CENTER OF ELKHORN,NE,90.91208791208791,12217114.0,182,4665.16,0.0,13219.4,0.0,22199.24,0.0,40083.8,0.0,0.0,122171140.0,Very High
146108,MANOR COURT OF PEORIA,IL,38.175824175824175,12196730.0,182,5502.0,0.0,4002.0,0.0,17675.0,0.0,27179.0,0.0,0.0,121967300.0,Very High
056380,"LOS FELIZ HEALTHCARE & WELLNESS CENTER, LP",CA,124.16483516483517,12168429.0,455,15600.3,0.0,53237.0,0.0,134803.3,0.0,203640.59999999998,0.0,0.0,121684290.0,Very High
055206,PLAZA HEALTHCARE CENTER,CA,137.4835164835165,3596775.0,546,15797.4,0.0,63340.68,75.60000000000001,175088.34,0.0,254226.41999999998,75.60000000000001,0.02973727120886964,120951750.23749998,Very High
505239,PARK ROSE CARE CENTER,WA,94.98901098901099,8681309.0,364,17412.56,0.0,53241.36,0.0,147450.56,160.0,218104.47999999998,160.0,0.07335933677290811,118339524.07276998,Very High
465100,PARAMOUNT HEALTH AND REHABILITATION,UT,58.285714285714285,11648910.0,182,5765.9,0.0,3738.36,0.0,14354.62,0.0,23858.88,0.0,0.0,116489100.0,Very High
505407,MOUNTAIN VIEW REHABILITATION AND CARE CENTER,WA,78.48351648351648,11577475.0,182,11093.08,0.0,7303.74,0.0,28412.46,0.0,46809.28,0.0,0.0,115774750.0,Very High
145135,RICHLAND NURSING & REHAB,IL,79.71428571428571,11466728.0,364,12967.24,0.0,12149.44,0.0,51025.32,0.0,76142.0,0.0,0.0,114667280.0,Very High
065327,JUNIPER VILLAGE - THE SPEARLY CENTER,CO,126.37362637362638,11444433.0,455,22520.0,0.0,24053.65,0.0,76956.85,0.0,123530.5,0.0,0.0,114444330.0,Very High
055253,ST. JOHN OF GOD RETIREMENT,CA,142.3846153846154,11324040.0,364,5803.4,0.0,70346.68,0.0,152732.4,0.0,228882.47999999998,0.0,0.0,113240400.0,Very High
26A293,CLARA MANOR NURSING HOME,MO,86.2967032967033,11298287.0,1820,12346.8,0.0,50776.2,0.0,104920.8,0.0,168043.8,0.0,0.0,112982870.0,Very High
425308,AIKEN REHABILITATION AND CARE CENTER,SC,112.24175824175825,11277175.0,2184,90450.0,0.0,204990.0,0.0,548214.0,0.0,843654.0,0.0,0.0,112771750.0,Very High
146171,MANOR COURT OF CARBONDALE,IL,101.16483516483517,11242413.0,455,24241.25,0.0,33070.0,0.0,121153.75,0.0,178465.0,0.0,0.0,112424130.0,Very High
